title,publish_time,authors,journal
Cost-effectiveness of public health strategies for COVID-19 epidemic control in South Africa,"{""value"":""2020-07-01""}","Reddy, Krishna P.; Shebl, Fatma M.; Foote, Julia H. A.; Harling, Guy; Scott, Justine A.; Panella, Christopher; Flanagan, Clare; Hyle, Emily P.; Neilan, Anne M.; Mohareb, Amir M.; Bekker, Linda-Gail; Lessells, Richard J.; Ciaranello, Andrea L.; Wood, Robin; Losina, Elena; Freedberg, Kenneth A.; Kazemian, Pooyan; Siedner, Mark J.",medRxiv
Social determinants of COVID-19 mortality at the county level,"{""value"":""2020-07-01""}","Fielding-Miller, Rebecca K.; Sundaram, Maria E.; Brouwer, Kimberly",medRxiv
Implications of the COVID-19 San Francisco Bay Area Shelter-in-Place Announcement: A Cross-Sectional Social Media Survey,"{""value"":""2020-07-01""}","Elser, Holly; Kiang, Mathew V.; John, Esther M.; Simard, Julia F.; Bondy, Melissa; Nelson, Lorene M.; Chen, Wei-ting; Linos, Eleni",medRxiv
Lockdown measures and relative changes in the age-specific incidence of SARS-CoV-2 in Spain,"{""value"":""2020-07-02""}","Salazar, De; D, Gómez-Barroso; D, Pampaka; JM, Gil; B, Peñalver; C, Fernández-Escobar; M, Lipsitch; A, Larrauri; E, Goldstein; MA, Hernán",medRxiv
"Mass Screening for SARS-CoV-2 Infection among Residents and Staff in Twenty-eight Long-term Care Facilities in Fulton County, Georgia","{""value"":""2020-07-02""}","Telford, Carson; Onwubiko, Udodirim; Holland, David; Turner, Kim; Prieto, Juliana; Smith, Sasha; Yoon, Jane; Brown, Wecheeta; Chamberlain, Allison; Gandhi, Neel; Khan, Shamimul; Williams, Steve; Khan, Fazle; Shah, Sarita",medRxiv
Chopping the tail: how preventing superspreading can help to maintain COVID-19 control,"{""value"":""2020-07-03""}","Kain, Morgan P.; Childs, Marissa L.; Becker, Alexander D.; Mordecai, Erin A.",medRxiv
Dynamics of coagulopathy in patients with different COVID-19 severity,"{""value"":""2020-07-04""}","Kalinskaya, Anna; Dukhin, Oleg; Molodtsov, Ivan; Maltseva, Alexandra; Sokorev, Denis; Elizarova, Antonina; Sapozhnikova, Olga; Glebova, Ksenia; Stonogina, Daria; Shakhidzhanov, Soslan; Nikonov, Evgeniy; Mazus, Alexey; Spiridonov, Ilia; Ataullakhanov, Fazly; Margolis, Leonid; Shpektor, Alexander; Vasilieva, Elena",medRxiv
The sensitivity of respiratory tract specimens for the detection of SARS-CoV-2: A protocol for a living systematic review and meta-analysis,"{""value"":""2020-07-04""}","Moore, Adam J.; Nakahata, Maura I.; Kalinich, Chaney C.; Nyhan, Kate; Bromberg, Daniel J.; Shi, Xiaoting; Ko, Albert I.; Grubaugh, Nathan D.; Casanovas-Massana, Arnau; Wyllie, Anne L.",medRxiv
Prior diagnoses and medications as risk factors for COVID-19 in a Los Angeles Health System,"{""value"":""2020-07-04""}","Chang, Timothy S; Ding, Yi; Freund, Malika K; Johnson, Ruth; Schwarz, Tommer; Yabu, Julie M; Hazlett, Chad; Chiang, Jeffrey N; Wulf, Ami; Geschwind, Daniel H; Butte, Manish J; Pasaniuc, Bogdan",medRxiv
COVID-19 screening strategies that permit the safe re-opening of college campuses,"{""value"":""2020-07-07""}","Paltiel, A. David; Zheng, Amy; Walensky, Rochelle P.",medRxiv
"Predicting the second wave of COVID-19 in Washtenaw County, MI","{""value"":""2020-07-07""}","Renardy, Marissa; Kirschner, Denise",medRxiv
Long-term SARS-CoV-2 RNA Shedding and its Temporal Association to IgG Seropositivity,"{""value"":""2020-07-07""}","Agarwal, Vineet; Venkatakrishnan, AJ; Puranik, Arjun; Kirkup, Christian; Lopez-Marquez, Agustin; Challener, Douglas W.; O’Horo, John C.; Binnicker, Matthew J.; Kremers, Walter K.; Faubion, William A.; Badley, Andrew D.; Williams, Amy W.; Gores, Gregory J.; Halamka, John D.; Morice, William G.; Soundararajan, Venky",medRxiv
The reproduction number of COVID-19 and its correlation with public health interventions,"{""value"":""2020-07-07""}","Linka, Kevin; Peirlinck, Mathias; Kuhl, Ellen",medRxiv
Renin-angiotensin-aldosterone system inhibitors and COVID-19 infection or hospitalization: a cohort study,"{""value"":""2020-07-07""}","Dublin, Sascha; Walker, Rod; Floyd, James S.; Shortreed, Susan M.; Fuller, Sharon; Albertson-Junkans, Ladia; Harrington, Laura B.; Greenwood-Hickman, Mikael Anne; Green, Beverly B.; Psaty, Bruce M.",medRxiv
Modeling reductions in SARS-CoV-2 transmission and hospital burden achieved by prioritizing testing using a clinical prediction rule,"{""value"":""2020-07-08""}","Reimer, Jody R.; Ahmed, Sharia M.; Brintz, Benjamin; Shah, Rashmee U.; Keegan, Lindsay T.; Ferrari, Matthew J.; Leung, Daniel T.",medRxiv
"Distinct patterns of SARS-CoV-2 transmission in two nearby communities in Wisconsin, USA","{""value"":""2020-07-10""}","Moreno, Gage K.; Braun, Katarina M.; Riemersma, Kasen K.; Martin, Michael A.; Halfmann, Peter J.; Crooks, Chelsea M; Prall, Trent; Baker, David; Baczenas, John J.; Heffron, Anna S.; Ramuta, Mitchell; Khubbar, Manjeet; Weiler, Andrea M.; Accola, Molly A.; Rehrauer, William M; O’Connor, Shelby L.; Safdar, Nasia; Pepperell, Caitlin S.; Dasu, Trivikram; Bhattacharyya, Sanjib; Kawaoka, Yoshihiro; Koelle, Katia; O’Connor, David H.; Friedrich, Thomas C.",medRxiv
SARS-CoV-2 Seroprevalence Among Parturient Women,"{""value"":""2020-07-10""}","Flannery, Dustin D.; Gouma, Sigrid; Dhudasia, Miren B.; Mukhopadhyay, Sagori; Pfeifer, Madeline R.; Woodford, Emily C.; Gerber, Jeffrey S.; Arevalo, Claudia P.; Bolton, Marcus J.; Weirick, Madison E.; Goodwin, Eileen C.; Anderson, Elizabeth M.; Greenplate, Allison R.; Kim, Justin; Han, Nicholas; Pattekar, Ajinkya; Dougherty, Jeanette; Kuthuru, Oliva; Mathew, Divij; Baxter, Amy E.; Vella, Laura A.; Weaver, JoEllen; Verma, Anurag; Leite, Rita; Morris, Jeffrey S.; Rader, Daniel J.; Elovitz, Michal A.; Wherry, E. John; Puopolo, Karen M.; Hensley, Scott E.",medRxiv
COVID-19 severity is predicted by earlier evidence of accelerated aging,"{""value"":""2020-07-11""}","Kuo, Chia-Ling; Pilling, Luke C.; Atkins, Janice L; Masoli, Jane AH; Delgado, João; Tignanelli, Christopher; Kuchel, George A; Melzer, David; Beckman, Kenneth B; Levine, Morgan E.",medRxiv
Severe SARS-CoV-2 infection in humans is defined by a shift in the serum lipidome resulting in dysregulation of eicosanoid immune mediators,"{""value"":""2020-07-13""}","Schwarz, Benjamin; Sharma, Lokesh; Roberts, Lydia; Peng, Xiaohua; Bermejo, Santos; Leighton, Ian; Massana, Arnau Casanovas; Farhadian, Shelli; Ko, Albert I.; Cruz, Charles S. Dela; Bosio, Catharine M.",medRxiv
"Interest in COVID-19 vaccine trials participation among young adults in China: Willingness, reasons for hesitancy, and demographic and psychosocial determinants","{""value"":""2020-07-14""}","Sun, Shufang; Lin, Danhua; Operario, Don",medRxiv
"Luminore CopperTouch™ surface coating effectively inactivates SARS-CoV-2, Ebola, and Marburg viruses in vitro","{""value"":""2020-07-14""}","Mantlo, Emily K.; Paessler, Slobodan; Seregin, Alexey; Mitchell, Alfred",medRxiv
Identification of Vulnerable Populations and Areas at Higher Risk of COVID-19 Related Mortality in the U.S.,"{""value"":""2020-07-14""}","Correa-Agudelo, Esteban; Mersha, Tesfaye B.; Hernández, Andrés; Branscum, Adam J.; MacKinnon, Neil J.; Cuadros, Diego F.",medRxiv
Dynamics of B-cell repertoires and emergence of cross-reactive responses in COVID-19 patients with different disease severity,"{""value"":""2020-07-15""}","Montague, Zachary; Lv, Huibin; Otwinowski, Jakub; DeWitt, William S.; Isacchini, Giulio; Yip, Garrick K.; Ng, Wilson W.; Tsang, Owen Tak-Yin; Yuan, Meng; Liu, Hejun; Wilson, Ian A.; Peiris, J. S. Malik; Wu, Nicholas C.; Nourmohammad, Armita; Mok, Chris Ka Pun",medRxiv
Endocrine disrupting chemicals and COVID-19 relationships: a computational systems biology approach,"{""value"":""2020-07-15""}","Wu, Qier; Coumoul, Xavier; Grandjean, Philippe; Barouki, Robert; Audouze, Karine",medRxiv
Modeling the progression of SARS-CoV-2 infection in patients with COVID-19 risk factors through predictive analysis,"{""value"":""2020-07-19""}","Leon-Abarca, J. A.",medRxiv
Large-scale Multi-omic Analysis of COVID-19 Severity,"{""value"":""2020-07-19""}","Overmyer, Katherine A.; Shishkova, Evgenia; Miller, Ian J.; Balnis, Joseph; Bernstein, Matthew N.; Peters-Clarke, Trenton M.; Meyer, Jesse G.; Quan, Qiuwen; Muehlbauer, Laura K.; Trujillo, Edna A.; He, Yuchen; Chopra, Amit; Chieng, Hau C.; Tiwari, Anupama; Judson, Marc A.; Paulson, Brett; Brademan, Dain R.; Zhu, Yunyun; Serrano, Lia R.; Linke, Vanessa; Drake, Lisa A.; Adam, Alejandro P.; Schwartz, Bradford S.; Singer, Harold A.; Swanson, Scott; Mosher, Deane F.; Stewart, Ron; Coon, Joshua J.; Jaitovich, Ariel",medRxiv
Rapid and sensitive detection of SARS-CoV-2 antibodies by biolayer interferometry,"{""value"":""2020-07-19""}","Dzimianski, John V.; Lorig-Roach, Nicholas; O’Rourke, Sara M.; Alexander, David L.; Kimmey, Jacqueline M.; DuBois, Rebecca M.",medRxiv
Dynamics and significance of the antibody response to SARS-CoV-2 infection,"{""value"":""2020-07-20""}","Iyer, Anita S.; Jones, Forrest K.; Nodoushani, Ariana; Kelly, Meagan; Becker, Margaret; Slater, Damien; Mills, Rachel; Teng, Erica; Kamruzzaman, Mohammad; Garcia-Beltran, Wilfredo F.; Astudillo, Michael; Yang, Diane; Miller, Tyler E.; Oliver, Elizabeth; Fischinger, Stephanie; Atyeo, Caroline; Iafrate, A. John; Calderwood, Stephen B.; Lauer, Stephen A.; Yu, Jingyou; Li, Zhenfeng; Feldman, Jared; Hauser, Blake M.; Caradonna, Timothy M.; Branda, John A.; Turbett, Sarah E.; LaRocque, Regina C.; Mellon, Guillaume; Barouch, Dan H.; Schmidt, Aaron G.; Azman, Andrew S.; Alter, Galit; Ryan, Edward T; Harris, Jason B.; Charles, Richelle C.",medRxiv
"High Community SARS-CoV-2 Antibody Seroprevalence in a Ski Resort Community, Blaine County, Idaho, US. Preliminary Results","{""value"":""2020-07-21""}","McLaughlin, Colleen C.; Doll, Margaret K.; Morrison, Kathryn T.; McLaughlin, William L.; O’Connor, Terry; Sholukh, Anton M.; Bossard, Emily L.; Phasouk, Khamsone; Ford, Emily S.; Diem, Kurt; Klock, Alexis M.; Jerome, Keith R.; Corey, Lawrence",medRxiv
"Clinical Characteristics and Outcomes for 7,995 Patients with SARS-CoV-2 Infection","{""value"":""2020-07-21""}","McPadden, Jacob; Warner, Frederick; Young, H. Patrick; Hurley, Nathan C.; Pulk, Rebecca A.; Singh, Avinainder; Durant, Thomas JS; Gong, Guannan; Desai, Nihar; Haimovich, Adrian; Taylor, Richard Andrew; Gunel, Murat; Dela Cruz, Charles S.; Farhadian, Shelli F.; Siner, Jonathan; Villanueva, Merceditas; Churchwell, Keith; Hsiao, Allen; Torre, Charles J.; Velazquez, Eric J.; Herbst, Roy S.; Iwasaki, Akiko; Ko, Albert I.; Mortazavi, Bobak J.; Krumholz, Harlan M.; Schulz, Wade L.",medRxiv
Mapping physical access to healthcare for older adults in sub-Saharan Africa: A cross-sectional analysis with implications for the COVID-19 response,"{""value"":""2020-07-21""}","Geldsetzer, Pascal; Reinmuth, Marcel; Ouma, Paul O.; Lautenbach, Sven; Okiro, Emelda A.; Bärnighausen, Till; Zipf, Alexander",medRxiv
"Clinical Impact, Costs, and Cost-Effectiveness of Expanded SARS-CoV-2 Testing in Massachusetts","{""value"":""2020-07-24""}","Neilan, Anne M.; Losina, Elena; Bangs, Audrey C.; Flanagan, Clare; Panella, Christopher; Eskibozkurt, G. Ege; Mohareb, Amir; Hyle, Emily P.; Scott, Justine A.; Weinstein, Milton C.; Siedner, Mark J.; Reddy, Krishna P.; Harling, Guy; Freedberg, Kenneth A.; Shebl, Fatma M.; Kazemian, Pooyan; Ciaranello, Andrea L.",medRxiv
High variation expected in the pace and burden of SARS-CoV-2 outbreaks across sub-Saharan Africa,"{""value"":""2020-07-24""}","Rice, Benjamin L.; Annapragada, Akshaya; Baker, Rachel E.; Bruijning, Marjolein; Dotse-Gborgbortsi, Winfred; Mensah, Keitly; Miller, Ian F.; Motaze, Nkengafac Villyen; Raherinandrasana, Antso; Rajeev, Malavika; Rakotonirina, Julio; Ramiadantsoa, Tanjona; Rasambainarivo, Fidisoa; Yu, Weiyu; Grenfell, Bryan T.; Tatem, Andrew J.; Metcalf, C. Jessica E.",medRxiv
COVID-19 Vulnerability of Transgender Women With and Without HIV Infection in the Eastern and Southern U.S.,"{""value"":""2020-07-24""}","Poteat, Tonia C.; Reisner, Sari L.; Miller, Marissa; Wirtz, Andrea L.",medRxiv
Cell type-specific immune dysregulation in severely ill COVID-19 patients,"{""value"":""2020-07-24""}","Yao, Changfu; Bora, Stephanie A; Parimon, Tanyalak; Zaman, Tanzira; Friedman, Oren A; Palatinus, Joseph A; Surapaneni, Nirmala S; Matusov, Yuri P; Chiang, Giuliana Cerro; Kassar, Alexander G; Patel, Nayan; Green, Chelsi ER; Aziz, Adam W; Suri, Harshpreet; Suda, Jo; Lopez, Andres A; Martins, Gislaine A; Stripp, Barry R; Gharib, Sina A; Goodridge, Helen S; Chen, Peter",medRxiv
"On the effect of age on the transmission of SARS-CoV-2 in households, schools and the community","{""value"":""2020-07-24""}","Goldstein, E; Lipsitch, M; Cevik, M",medRxiv
Dysregulated transcriptional responses to SARS-CoV-2 in the periphery support novel diagnostic approaches,"{""value"":""2020-07-26""}","McClain, Micah T.; Constantine, Florica J.; Henao, Ricardo; Liu, Yiling; Tsalik, Ephraim L.; Burke, Thomas W.; Steinbrink, Julie M.; Petzold, Elizabeth; Nicholson, Bradly P.; Rolfe, Robert; Kraft, Bryan D.; Kelly, Matthew S.; Sempowski, Gregory D.; Denny, Thomas N.; Ginsburg, Geoffrey S.; Woods, Christopher W.",medRxiv
3D Printed frames to enable reuse and improve the fit of N95 and KN95 respirators,"{""value"":""2020-07-26""}","McAvoy, Malia; Bui, Ai-Tram N.; Hansen, Christopher; Plana, Deborah; Said, Jordan T.; Yu, Zizi; Yang, Helen; Freake, Jacob; Van, Christopher; Krikorian, David; Cramer, Avilash; Smith, Leanne; Jiang, Liwei; Lee, Karen J.; Li, Sara J.; Beller, Brandon; Short, Michael; Yu, Sherry H.; Mostaghimi, Arash; Sorger, Peter K.; LeBoeuf, Nicole R.",medRxiv
Population Data-Driven Formulation of a COVID-19 Therapeutic,"{""value"":""2020-07-27""}","Campbell, Heather R.; Cecil, Regan; Lodder, Robert A.",medRxiv
Assessing the quality of nontraditional N95 filtering face-piece respirators available during the COVID-19 pandemic,"{""value"":""2020-07-27""}","Plana, Deborah; Tian, Enze; Cramer, Avilash K.; Yang, Helen; Carmack, Mary M.; Sinha, Michael S.; Bourgeois, Florence T.; Yu, Sherry H.; Masse, Peter; Boyer, Jon; Kim, Minjune; Mo, Jinhan; LeBoeuf, Nicole R.; Li, Ju; Sorger, Peter K.",medRxiv
Epidemiological dynamics of enterovirus D68 in the US: implications for acute flaccid myelitis,"{""value"":""2020-07-29""}","Park, Sang Woo; Farrar, Jeremy; Messacar, Kevin; Meyers, Lindsay; Pons-Salort, Margarita; Grenfell, Bryan T.",medRxiv
"Cell-Free DNA in Blood Reveals Significant Cell, Tissue and Organ Specific injury and Predicts COVID-19 Severity","{""value"":""2020-07-29""}","Cheng, Alexandre Pellan; Cheng, Matthew Pellan; Gu, Wei; Lenz, Joan Sesing; Hsu, Elaine; Schurr, Erwin; Bourque, Guillaume; Bourgey, Mathieu; Ritz, Jerome; Marty, Francisco; Chiu, Charles Y.; Vinh, Donald Cuong; Vlaminck, Iwijn De",medRxiv
Accounting for external factors and early intervention adoption in the design and analysis of stepped-wedge designs: Application to a proposed study design to reduce opioid-related mortality,"{""value"":""2020-07-29""}","Rennert, Lior; Heo, Moonseong; Litwin, Alain H.; De Gruttola, Victor",medRxiv
Unemployment insurance and food insecurity among people who lost employment in the wake of COVID-19,"{""value"":""2020-07-30""}","Raifman, Julia; Bor, Jacob; Venkataramani, Atheendar",medRxiv
Two Stage Designs for Phase III Clinical Trials,"{""value"":""2020-07-31""}","Follmann, Dean; Proschan, Michael",medRxiv
Household transmission of SARS-CoV-2: a systematic review and meta-analysis of secondary attack rate,"{""value"":""2020-07-31""}","Madewell, Zachary J.; Yang, Yang; Longini, Ira M.; Halloran, M. Elizabeth; Dean, Natalie E.",medRxiv
Buzz about RT-qPCR: An RT-qPCR formulation for SARS-CoV-2 detection using reagents produced at Georgia Institute of Technology,"{""value"":""2020-07-31""}","Mascuch, Samantha J.; Fakhretaha-Aval, Sara; Bowman, Jessica C.; Ma, Minh Thu H.; Thomas, Gwendell; Bommarius, Bettina; Ito, Chieri; Zhao, Liangjun; Newnam, Gary P.; Matange, Kavita R.; Thapa, Hem R.; Barlow, Brett; Donegan, Rebecca K.; Nguyen, Nguyet A.; Saccuzzo, Emily G.; Obianyor, Chiamaka T.; Karunakaran, Suneesh C.; Pollet, Pamela; Rothschild-Mancinelli, Brooke; Mestre-Fos, Santi; Guth-Metzler, Rebecca; Bryksin, Anton V.; Petrov, Anton S.; Hazell, Mallory; Ibberson, Carolyn B.; Penev, Petar I.; Mannino, Robert G.; Lam, Wilbur A.; Garcia, Andrés J.; Kubanek, Julia M.; Agarwal, Vinayak; Hud, Nicholas V.; Glass, Jennifer B.; Williams, Loren Dean; Lieberman, Raquel L.",medRxiv
Rapid real-time tracking of non-pharmaceutical interventions and their association SARS-CoV-2 positivity: The COVID-19 Pandemic Pulse Study,"{""value"":""2020-07-31""}","Clipman, Steven J.; Wesolowski, Amy P.; Gibson, Dustin G.; Agarwal, Smisha; Lambrou, Anastasia S.; Kirk, Gregory D.; Labrique, Alain B.; Mehta, Shruti H.; Solomon, Sunil S.",medRxiv
High SARS-CoV-2 seroprevalence in Health Care Workers but relatively low numbers of deaths in urban Malawi,"{""value"":""2020-08-01""}","Chibwana, Marah G.; Jere, Khuzwayo C.; Kamn’gona, Raphael; Mandolo, Jonathan; Katunga-Phiri, Vincent; Tembo, Dumizulu; Mitole, Ndaona; Musasa, Samantha; Sichone, Simon; Lakudzala, Agness; Sibale, Lusako; Matambo, Prisca; Kadwala, Innocent; Byrne, Rachel L.; Mbewe, Alice; Morton, Ben; Phiri, Chimota; Mallewa, Jane; Mwandumba, Henry C; Adams, Emily R.; Gordon, Stephen B.; Jambo, Kondwani C.",medRxiv
Five approaches to the suppression of SARS-CoV-2 without intensive social distancing,"{""value"":""2020-08-01""}","Drake, John M.; Rohani, Pej; Dahlin, Kyle; Handel, Andreas",medRxiv
Temporal and Spatial Heterogeneity of Host Response to SARS-CoV-2 Pulmonary Infection,"{""value"":""2020-08-02""}","Desai, Niyati; Neyaz, Azfar; Szabolcs, Annamaria; Shih, Angela R.; Chen, Jonathan H.; Thapar, Vishal; Nieman, Linda T.; Solovyov, Alexander; Mehta, Arnav; Lieb, David J.; Kulkarni, Anupriya S.; Jaicks, Christopher; Pinto, Christopher J.; Juric, Dejan; Chebib, Ivan; Colvin, Robert B.; Kim, Arthur Y.; Monroe, Robert; Warren, Sarah E; Danaher, Patrick; Reeves, Jason W; Gong, Jingjing; Rueckert, Erroll H; Greenbaum, Benjamin D.; Hacohen, Nir; Lagana, Stephen M.; Rivera, Miguel N.; Sholl, Lynette M.; Stone, James R.; Ting, David T.; Deshpande, Vikram",medRxiv
Is it safe to lift COVID-19 travel bans? The Newfoundland story.,"{""value"":""2020-08-02""}","Linka, Kevin; Rahman, Proton; Goriely, Alain; Kuhl, Ellen",medRxiv
Viable SARS-CoV-2 in the air of a hospital room with COVID-19 patients,"{""value"":""2020-08-04""}","Lednicky, John A.; Lauzardo, Michael; Fan, Z. Hugh; Jutla, Antarpreet; Tilly, Trevor B.; Gangwar, Mayank; Usmani, Moiz; Shankar, Sripriya Nannu; Mohamed, Karim; Eiguren-Fernandez, Arantza; Stephenson, Caroline J.; Alam, Mahbubul; Elbadry, Maha A.; Loeb, Julia C.; Subramaniam, Kuttinchantran; Waltzek, Thomas B.; Cherabuddi, Kartikeya; Morris, J. Glenn; Wu, Chang-Yu",medRxiv
Magnitude and Dynamics of the T-Cell Response to SARS-CoV-2 Infection at Both Individual and Population Levels,"{""value"":""2020-08-04""}","Snyder, Thomas M.; Gittelman, Rachel M.; Klinger, Mark; May, Damon H.; Osborne, Edward J.; Taniguchi, Ruth; Zahid, H. Jabran; Kaplan, Ian M.; Dines, Jennifer N.; Noakes, Matthew T.; Pandya, Ravi; Chen, Xiaoyu; Elasady, Summer; Svejnoha, Emily; Ebert, Peter; Pesesky, Mitchell W.; De Almeida, Patricia; O'Donnell, Hope; DeGottardi, Quinn; Keitany, Gladys; Lu, Jennifer; Vong, Allen; Elyanow, Rebecca; Fields, Paul; Greissl, Julia; Baldo, Lance; Semprini, Simona; Cerchione, Claudio; Mazza, Massimiliano; Delmonte, Ottavia M.; Dobbs, Kerry; Carreño-Tarragona, Gonzalo; Barrio, Santiago; Imberti, Luisa; Sottini, Alessandra; Quiros-Roldan, Eugenia; Rossi, Camillo; Biondi, Andrea; Bettini, Laura Rachele; D’Angio, Mariella; Bonfanti, Paolo; Tompkins, Miranda F.; Alba, Camille; Dalgard, Clifton; Sambri, Vittorio; Martinelli, Giovanni; Goldman, Jason D.; Heath, James R.; Su, Helen C.; Notarangelo, Luigi D.; Martinez-Lopez, Joaquin; Carlson, Jonathan M.; Robins, Harlan S.",medRxiv
Simply saliva: stability of SARS-CoV-2 detection negates the need for expensive collection devices,"{""value"":""2020-08-04""}","Ott, Isabel M.; Strine, Madison S.; Watkins, Anne E.; Boot, Maikel; Kalinich, Chaney C.; Harden, Christina A.; Vogels, Chantal B.F.; Casanovas-Massana, Arnau; Moore, Adam J.; Muenker, M. Catherine; Nakahata, Maura; Tokuyama, Maria; Nelson, Allison; Fournier, John; Bermejo, Santos; Campbell, Melissa; Datta, Rupak; Dela Cruz, Charles S.; Farhadian, Shelli F.; Ko, Albert I.; Iwasaki, Akiko; Grubaugh, Nathan D.; Wilen, Craig B.; Wyllie, Anne L.",medRxiv
Longitudinal analysis of clinical serology assay performance and neutralising antibody levels in COVID19 convalescents,"{""value"":""2020-08-06""}","Muecksch, Frauke; Wise, Helen; Batchelor, Becky; Squires, Maria; Semple, Elizabeth; Richardson, Claire; McGuire, Jacqueline; Clearly, Sarah; Furrie, Elizabeth; Neil, Greig; Hay, Gordon; Templeton, Kate; Lorenzi, Julio C.C.; Hatziioannou, Theodora; Jenks, Sara; Bieniasz, Paul D.",medRxiv
Specificity and Performance of Nucleocapsid and Spike-based SARS-CoV-2 Serologic Assays,"{""value"":""2020-08-07""}","Tehrani, Zahra Rikhtegaran; Saadat, Saman; Saleh, Ebtehal; Ouyang, Xin; Constantine, Niel; DeVico, Anthony L.; Harris, Anthony D; Lewis, George K.; Kottilil, Shyam; Sajadi, Mohammad M.",medRxiv
Salivary anti-SARS-CoV-2 IgA as an accessible biomarker of mucosal immunity against COVID-19,"{""value"":""2020-08-11""}","Varadhachary, Atul; Chatterjee, Dev; Garza, Javier; Garr, R. Patrick; Foley, Christopher; Letkeman, Andrea; Dean, John; Haug, David; Breeze, Juliet; Traylor, Robbyn; Malek, Andrew; Nath, Rohan; Linbeck, Leo",medRxiv
Long-term exposure to air-pollution and COVID-19 mortality in England: a hierarchical spatial analysis,"{""value"":""2020-08-11""}","Konstantinoudis, Garyfallos; Padellini, Tullia; Bennett, James; Davies, Bethan; Ezzati, Majid; Blangiardo, Marta",medRxiv
Janus Kinase-Inhibitor and Type I Interferon Ability to Produce Favorable Clinical Outcomes in COVID-19 Patients: A Systematic Review and Meta-Analysis,"{""value"":""2020-08-11""}","Walz, Lucas; Cohen, Avi J.; Rebaza, Andre P.; Vanchieri, James; Slade, Martin D.; Dela Cruz, Charles S.; Sharma, Lokesh",medRxiv
Considering indirect benefits is critical when evaluating SARS-CoV-2 vaccine candidates,"{""value"":""2020-08-11""}","Gallagher, Molly E.; Sieben, Andrew J.; Nelson, Kristin N.; Kraay, Alicia N. M.; Lopman, Ben; Handel, Andreas; Koelle, Katia",medRxiv
Global and local mobility as a barometer for COVID-19 dynamics,"{""value"":""2020-08-11""}","Linka, Kevin; Goriely, Alain; Kuhl, Ellen",medRxiv
"Fitting to the UK COVID-19 outbreak, short-term forecasts and estimating the reproductive number.","{""value"":""2020-08-12""}","Keeling, Matt J.; Dyson, Louise; Guyver-Fletcher, Glen; Holmes, Alex; Semple, Malcolm G; Tildesley, Michael J.; Hill, Edward M.",medRxiv
Variation in human mobility and its impact on the risk of future COVID-19 outbreaks in Taiwan,"{""value"":""2020-08-12""}","Chang, Meng-Chun; Kahn, Rebecca; Li, Yu-An; Lee, Cheng-Sheng; Buckee, Caroline O.; Chang, Hsiao-Han",medRxiv
Estimating the Impact of COVID-19 on the Individual Lifespan: A Conceptual Detour and an Empirical Shortcut,"{""value"":""2020-08-13""}","Heuveline, Patrick",medRxiv
"The Impact of the COVID-19 Pandemic on Rabies Reemergence in Latin America: the case of Arequipa, Peru","{""value"":""2020-08-13""}","Raynor, Brinkley; Díaz, Elvis W.; Shinnick, Julianna; Zegarra, Edith; Monroy, Ynes; Mena, Claudia; Castillo-Neyra, Ricardo",medRxiv
ACE2 expression in adipose tissue is associated with COVID-19 cardio-metabolic risk factors and cell type composition,"{""value"":""2020-08-14""}","El-Sayed Moustafa, Julia S.; Jackson, Anne U.; Brotman, Sarah M.; Guan, Li; Villicaña, Sergio; Roberts, Amy L.; Zito, Antonino; Bonnycastle, Lori; Erdos, Michael R.; Narisu, Narisu; Stringham, Heather M.; Welch, Ryan; Yan, Tingfen; Lakka, Timo; Parker, Stephen; Tuomilehto, Jaakko; Collins, Francis S.; Pajukanta, Päivi; Boehnke, Michael; Koistinen, Heikki A.; Laakso, Markku; Falchi, Mario; Bell, Jordana T.; Scott, Laura J.; Mohlke, Karen L.; Small, Kerrin S.",medRxiv
The operational impact of deploying SARS-CoV-2 vaccines in countries of the WHO African Region,"{""value"":""2020-08-14""}","Ortiz, Justin R.; Robertson, Joanie; Hsu, Jui-Shan; Yu, Stephen L.; Driscoll, Amanda J.; Williams, Sarah R.; Chen, Wilbur H.; Fitzpatrick, Meagan C.; Sow, Samba; Biellik, Robin J.; Okwo-Bele, Jean-Marie; Neuzil, Kathleen M.",medRxiv
Social heterogeneity drives complex patterns of the COVID-19 pandemic: insights from a novel Stochastic Heterogeneous Epidemic Model,"{""value"":""2020-08-14""}","Maltsev, Alexander V; Stern, Michael D",medRxiv
Post-discharge health status and symptoms in patients with severe COVID-19,"{""value"":""2020-08-14""}","Weerahandi, Himali; Hochman, Katherine A.; Simon, Emma; Blaum, Caroline; Chodosh, Joshua; Duan, Emily; Garry, Kira; Kahan, Tamara; Karmen-Tuohy, Savannah; Karpel, Hannah C.; Mendoza, Felicia; Prete, Alexander M.; Quintana, Lindsey; Rutishauser, Jennifer; Martinez, Leticia Santos; Shah, Kanan; Sharma, Sneha; Simon, Elias; Stirniman, Ana; Horwitz, Leora I.",medRxiv
